,id_recibo,producto_id,pedido_id,cantidad,valor_unitario,valor_total,ciudad,costo_envio,codigo_estado,nombre_estado,vendedor_id,fecha_compra,total,producto,precio,marca,sku,condicion,tipo_producto,nombre_vendedor,año,mes
12866,12867,59784,14628,6,390,2340,BR-PE,468.0,PE,Pernambuco,4,2020-04-23,2340,Calca Ziper Preto,390,Banana Republic,314958.0,Usado,Calca,Millena Pereira,2020,4
12867,12868,6742,15453,2,850,1700,BR-AC,340.0,AC,Acre,1,2020-04-23,1700,Casaco La Mescla,850,Rag & Bone,274341.0,Usado,Casaco,Ana Duarte,2020,4
12868,12869,82990,16610,4,450,1800,BR-SE,360.0,SE,Sergipe,1,2020-04-23,1800,Calca Estampa Azul,450,Tigresse,267673.0,Usado,Calca,Ana Duarte,2020,4
12869,12870,72621,17187,3,179,537,BR-MS,107.4,MS,Mato Grosso do Sul,5,2020-04-23,537,Capa Fio Marrom,179,Zara,304783.0,Usado,Capa,Paulo Calanca,2020,4
12870,12871,18790,17901,1,890,890,BR-RN,178.0,RN,Rio Grande do Norte,3,2020-04-23,890,Vestido Recortes Cores,890,Bcbgmaxzria,264965.0,Usado,Vestido,Nadia Oliveira,2020,4
12871,12872,83792,19753,4,390,1560,BR-RJ,312.0,RJ,Rio de Janeiro,3,2020-04-23,1560,Calca Costuras Bege,390,Agilità,313737.0,Usado,Calca,Nadia Oliveira,2020,4
12872,12873,61356,20300,2,390,780,BR-AM,156.0,AM,Amazonas,5,2020-04-23,780,Vestido Preto Estampa,390,Maria Filó,303328.0,Usado,Vestido,Paulo Calanca,2020,4
12873,12874,23575,20806,3,210,630,BR-GO,126.0,GO,Goiás,2,2020-04-23,630,Camiseta Animal Print,210,284,283163.0,Usado,Camiseta,Daniel Siqueira,2020,4
12874,12875,27659,21723,1,140,140,BR-AM,28.0,AM,Amazonas,4,2020-04-23,140,Blusa Tricolor,140,Zara,278232.0,Usado,Blusa,Millena Pereira,2020,4
12875,12876,53458,22284,5,450,2250,BR-RR,450.0,RR,Roraima,1,2020-04-23,2250,Vestido Renda Branco,450,Le Lis Blanc,239416.0,Usado,Vestido,Ana Duarte,2020,4
12876,12877,27336,23224,4,250,1000,BR-RJ,200.0,RJ,Rio de Janeiro,4,2020-04-23,1000,Calca Preta Resinada,250,Ellus,122068.0,Usado,Calca,Millena Pereira,2020,4
12877,12878,98964,23615,3,280,840,BR-AL,168.0,AL,Alagoas,5,2020-04-23,840,Saia Lurex Color,280,Colcci,111937.0,Usado,Saia,Paulo Calanca,2020,4
12878,12879,30211,23685,1,380,380,BR-DF,76.0,DF,Distrito Federal,2,2020-04-23,380,Vestido Branco Renda,380,Felini,940042.0,Nuevo con etiqueta,Vestido,Daniel Siqueira,2020,4
12879,12880,53731,23748,4,430,1720,BR-ES,344.0,ES,Espírito Santo,3,2020-04-23,1720,Camisa Verde Classica,430,A.brand,308475.0,Usado,Camisa,Nadia Oliveira,2020,4
12880,12881,5567,24158,2,210,420,BR-AM,84.0,AM,Amazonas,1,2020-04-23,420,Vestido Medio Florl,210,Amaro,525428.0,Usado,Vestido,Ana Duarte,2020,4
12881,12882,16634,25006,5,480,2400,BR-AM,480.0,AM,Amazonas,1,2020-04-23,2400,Vestido Estampa Bordado,480,Cantão,310150.0,Usado,Vestido,Ana Duarte,2020,4
12882,12883,100484,25114,5,320,1600,BR-PR,320.0,PR,Paraná,1,2020-04-23,1600,Calca Jeans Pantacourt,320,Sacada,279886.0,Usado,Calca,Ana Duarte,2020,4
12883,12884,27546,25135,5,336,1680,BR-RS,336.0,RS,Rio Grande do Sul,1,2020-04-23,1680,Calca Veludo Cotele,336,Joe's,236203.0,Usado,Calca,Ana Duarte,2020,4
12884,12885,45878,25243,3,210,630,BR-RR,126.0,RR,Roraima,5,2020-04-24,630,Vestido Preto Bolso,210,Zara,114614.0,Usado,Vestido,Paulo Calanca,2020,4
12885,12886,59337,28878,1,390,390,BR-RO,78.0,RO,Rondônia,2,2020-04-24,390,Blusa Tricot Mescla,390,Levi's,295977.0,Usado,Blusa,Daniel Siqueira,2020,4
12886,12887,13716,30698,3,450,1350,BR-GO,270.0,GO,Goiás,2,2020-04-24,1350,Vestido Longo Militar,450,Iorane,161326.0,Nuevo sin etiqueta,Vestido,Daniel Siqueira,2020,4
12887,12888,66135,31065,6,490,2940,BR-MA,588.0,MA,Maranhão,4,2020-04-24,2940,Colar Pedra Azul,490,Camila Klein,142193.0,Usado,Colar,Millena Pereira,2020,4
12888,12889,8673,31089,2,490,980,BR-PA,196.0,PA,Pará,3,2020-04-24,980,Clutch Preta Brilho,490,Marc By Marcjacobs,222028.0,Usado,Clutch,Nadia Oliveira,2020,4
12889,12890,3451,31124,3,250,750,BR-SE,150.0,SE,Sergipe,2,2020-04-24,750,Vestido Ombro So,250,Lemon Cola,295317.0,Usado,Vestido,Daniel Siqueira,2020,4
12890,12891,79551,31179,5,290,1450,BR-PA,290.0,PA,Pará,4,2020-04-24,1450,Shorts Jeans Destroyed,290,Sacada,213739.0,Usado,Shorts,Millena Pereira,2020,4
12891,12892,71770,32995,1,530,530,BR-RO,106.0,RO,Rondônia,1,2020-04-24,530,Saia Pregas Azul,530,Carina Duek,303363.0,Nuevo con etiqueta,Saia,Ana Duarte,2020,4
12892,12893,35129,33067,3,320,960,BR-MG,192.0,MG,Minas Gerais,2,2020-04-24,960,Sapato Animal Spike,320,My Shoes,119135.0,Usado,Sapato,Daniel Siqueira,2020,4
12893,12894,4853,34471,6,100,600,BR-RR,120.0,RR,Roraima,5,2020-04-24,600,Vestido Off White Franjas,100,Animale,295417.0,Usado,Vestido,Paulo Calanca,2020,4
12894,12895,15470,35760,2,590,1180,BR-BA,236.0,BA,Bahia,1,2020-04-24,1180,Vestido Jeans Ombro,590,Mixed,292393.0,Usado,Vestido,Ana Duarte,2020,4
12895,12896,15875,35815,5,490,2450,BR-PI,490.0,PI,Piauí,3,2020-04-24,2450,Vestido Recortes Cores,490,Alix Shop,257917.0,Usado,Vestido,Nadia Oliveira,2020,4
12896,12897,35129,36059,6,320,1920,BR-ES,384.0,ES,Espírito Santo,4,2020-04-24,1920,Sapato Animal Spike,320,My Shoes,119135.0,Usado,Sapato,Millena Pereira,2020,4
12897,12898,71190,38073,6,360,2160,BR-AM,432.0,AM,Amazonas,2,2020-04-24,2160,Saia Midi Tricolor,360,Tigresse,947046.0,Nuevo con etiqueta,Saia,Daniel Siqueira,2020,4
12898,12899,8673,40604,1,490,490,BR-RS,98.0,RS,Rio Grande do Sul,1,2020-04-24,490,Clutch Preta Brilho,490,Marc By Marcjacobs,222028.0,Usado,Clutch,Ana Duarte,2020,4
12899,12900,14420,40686,1,690,690,BR-AM,138.0,AM,Amazonas,3,2020-04-24,690,Vestido Rose Drapeado,690,Vera Wang,295452.0,Nuevo sin etiqueta,Vestido,Nadia Oliveira,2020,4
12900,12901,66135,42190,2,490,980,BR-MA,196.0,MA,Maranhão,1,2020-04-24,980,Colar Pedra Azul,490,Camila Klein,142193.0,Usado,Colar,Ana Duarte,2020,4
12901,12902,3820,43367,2,139,278,BR-RO,55.6,RO,Rondônia,4,2020-04-24,278,Shorts Jeans Tye Dye,139,Lezalez,252560.0,Usado,Shorts,Millena Pereira,2020,4
12902,12903,28699,47827,5,420,2100,BR-AM,420.0,AM,Amazonas,2,2020-04-24,2100,Calca Verde Bolsos,420,Brooksfield,947048.0,Usado,Calca,Daniel Siqueira,2020,4
12903,12904,50478,48371,4,315,1260,BR-RS,252.0,RS,Rio Grande do Sul,1,2020-04-24,1260,Regata Estampa Roxa,315,Fyi,917217.0,Usado,Regata,Ana Duarte,2020,4
12904,12905,39814,49034,5,390,1950,BR-TO,390.0,TO,Tocantins,1,2020-04-24,1950,Blusinha Seda Off,390,Cori,218863.0,Usado,Blusinha,Ana Duarte,2020,4
12905,12906,53941,50557,3,280,840,BR-BA,168.0,BA,Bahia,3,2020-04-24,840,Cropped Escritas Pb,280,Linda de Morrer,917972.0,Usado,Cropped,Nadia Oliveira,2020,4
12906,12907,70673,51072,6,210,1260,BR-RR,252.0,RR,Roraima,3,2020-04-24,1260,Shorts Listras Bordados,210,American Eagle,126190.0,Usado,Shorts,Nadia Oliveira,2020,4
12907,12908,86302,52126,2,139,278,BR-MA,55.6,MA,Maranhão,1,2020-04-24,278,Body Estampa Coracoes,139,Carter’s,214670.0,Usado,Body,Ana Duarte,2020,4
12908,12909,58472,53826,6,150,900,BR-RO,180.0,RO,Rondônia,3,2020-04-24,900,Blusa Off-white Renda,150,Dica da Ka,307113.0,Usado,Blusa,Nadia Oliveira,2020,4
12909,12910,100460,54326,6,890,5340,BR-ES,1068.0,ES,Espírito Santo,1,2020-04-24,5340,Vestido Azul Franzido,890,Cris Barros,310953.0,Usado,Vestido,Ana Duarte,2020,4
12910,12911,14836,54463,5,1100,5500,BR-ES,1100.0,ES,Espírito Santo,1,2020-04-24,5500,Sandalia Lona Cortica,1100,Tory Burch,290573.0,Usado,Sandalia,Ana Duarte,2020,4
12911,12912,33348,55338,6,160,960,BR-GO,192.0,GO,Goiás,1,2020-04-24,960,Blusinha Mandala Tela,160,Oxyfit,257002.0,Nuevo con etiqueta,Blusinha,Ana Duarte,2020,4
12912,12913,98964,56760,4,280,1120,BR-MT,224.0,MT,Mato Grosso,4,2020-04-24,1120,Saia Lurex Color,280,Colcci,111937.0,Usado,Saia,Millena Pereira,2020,4
12913,12914,77079,57811,4,100,400,BR-PE,80.0,PE,Pernambuco,4,2020-04-24,400,Saia Evase Cinza,100,Zara,260523.0,Usado,Saia,Millena Pereira,2020,4
12914,12915,44379,57895,1,165,165,BR-RS,33.0,RS,Rio Grande do Sul,5,2020-04-24,165,Calca Textura Vermelha,165,Zara,213039.0,Usado,Calca,Paulo Calanca,2020,4
12915,12916,17258,58423,1,420,420,BR-MG,84.0,MG,Minas Gerais,2,2020-04-24,420,Saia Transparente Cover,420,Luisa Farani,257900.0,Usado,Saia,Daniel Siqueira,2020,4
12916,12917,6381,58449,3,586,1758,BR-MA,351.6,MA,Maranhão,4,2020-04-24,1758,Camiseta Cindy Sky,586,Mixed,193567.0,Nuevo con etiqueta,Camiseta,Millena Pereira,2020,4
12917,12918,100932,58697,4,3900,15600,BR-CE,3120.0,CE,Ceará,1,2020-04-24,15600,Sapato Cetim Pink,3900,Christian Louboutin,304370.0,Usado,Sapato,Ana Duarte,2020,4
12918,12919,88368,59014,4,250,1000,BR-GO,200.0,GO,Goiás,3,2020-04-24,1000,Blusa Malha Azul,250,Talie Nk,254726.0,Usado,Blusa,Nadia Oliveira,2020,4
12919,12920,4553,60457,1,110,110,BR-AP,22.0,AP,Amapá,3,2020-04-24,110,Blusa Preta Aplicacao,110,Zara,232886.0,Usado,Blusa,Nadia Oliveira,2020,4
12920,12921,47405,61297,4,310,1240,BR-DF,248.0,DF,Distrito Federal,3,2020-04-24,1240,Blusa Manga Estampa,310,Animale,294463.0,Usado,Blusa,Nadia Oliveira,2020,4
12921,12922,56571,61771,4,420,1680,BR-MS,336.0,MS,Mato Grosso do Sul,3,2020-04-24,1680,Vestido Seda Floral,420,Animale,178553.0,Usado,Vestido,Nadia Oliveira,2020,4
12922,12923,55452,61793,4,350,1400,BR-DF,280.0,DF,Distrito Federal,2,2020-04-24,1400,Vestido Longo Off-white,350,My Place,286176.0,Usado,Vestido,Daniel Siqueira,2020,4
12923,12924,61356,61995,4,390,1560,BR-SC,312.0,SC,Santa Catarina,4,2020-04-24,1560,Vestido Preto Estampa,390,Maria Filó,303328.0,Usado,Vestido,Millena Pereira,2020,4
12924,12925,4307,63294,4,6175,24700,BR-GO,4940.0,GO,Goiás,2,2020-04-24,24700,Bolsa Intrecciato Caramelo,6175,Bottega Veneta,301305.0,Usado,Bolsa,Daniel Siqueira,2020,4
12925,12926,37794,64227,2,105,210,BR-RO,42.0,RO,Rondônia,1,2020-04-24,210,Blusa Coracao Pedrarias,105,Zara,304416.0,Usado,Blusa,Ana Duarte,2020,4
12926,12927,75557,64866,6,90,540,BR-PI,108.0,PI,Piauí,4,2020-04-24,540,Saia Pregas Preta,90,Zara,127344.0,Usado,Saia,Millena Pereira,2020,4
12927,12928,67445,64977,6,320,1920,BR-SC,384.0,SC,Santa Catarina,1,2020-04-24,1920,Blusa Verde Manga,320,Shoulder,295249.0,Usado,Blusa,Ana Duarte,2020,4
12928,12929,41189,65226,6,160,960,BR-PA,192.0,PA,Pará,4,2020-04-24,960,Calca Acetinada Preta,160,Zara,176893.0,Usado,Calca,Millena Pereira,2020,4
12929,12930,39814,65488,4,390,1560,BR-RJ,312.0,RJ,Rio de Janeiro,4,2020-04-24,1560,Blusinha Seda Off,390,Cori,218863.0,Usado,Blusinha,Millena Pereira,2020,4
12930,12931,73692,66731,2,90,180,BR-GO,36.0,GO,Goiás,2,2020-04-24,180,Shorts Estampa Floral,90,Zara,238011.0,Usado,Shorts,Daniel Siqueira,2020,4
12931,12932,12751,66930,6,400,2400,BR-AP,480.0,AP,Amapá,1,2020-04-24,2400,Bata Pink Decote,400,Loft 747,264713.0,Nuevo con etiqueta,Bata,Ana Duarte,2020,4
12932,12933,84743,68699,5,120,600,BR-AL,120.0,AL,Alagoas,2,2020-04-24,600,Blusa Listrada Malha,120,Track & Field,287524.0,Usado,Blusa,Daniel Siqueira,2020,4
12933,12934,82990,70111,1,450,450,BR-MT,90.0,MT,Mato Grosso,1,2020-04-24,450,Calca Estampa Azul,450,Tigresse,267673.0,Usado,Calca,Ana Duarte,2020,4
12934,12935,82257,70385,2,1600,3200,BR-AC,640.0,AC,Acre,1,2020-04-24,3200,Clutch Preta Pregas,1600,Red Valentino,296471.0,Usado,Clutch,Ana Duarte,2020,4
12935,12936,30211,70516,2,380,760,BR-AP,152.0,AP,Amapá,1,2020-04-24,760,Vestido Branco Renda,380,Felini,940042.0,Nuevo con etiqueta,Vestido,Ana Duarte,2020,4
12936,12937,43699,71456,1,169,169,BR-GO,33.8,GO,Goiás,2,2020-04-24,169,Shorts Estampa Cinto,169,Shoulder,247357.0,Usado,Shorts,Daniel Siqueira,2020,4
12937,12938,75706,71932,1,100,100,BR-RN,20.0,RN,Rio Grande do Norte,5,2020-04-24,100,Shorts Poa Pb,100,Forever 21,258661.0,Usado,Shorts,Paulo Calanca,2020,4
12938,12939,3820,72949,2,139,278,BR-PA,55.6,PA,Pará,2,2020-04-24,278,Shorts Jeans Tye Dye,139,Lezalez,252560.0,Usado,Shorts,Daniel Siqueira,2020,4
12939,12940,12812,73629,1,320,320,BR-ES,64.0,ES,Espírito Santo,1,2020-04-24,320,Sandalia Nude Vazado,320,Schutz,522917.0,Usado,Sandalia,Ana Duarte,2020,4
12940,12941,3865,73630,2,6500,13000,BR-AP,2600.0,AP,Amapá,1,2020-04-24,13000,Bolsa Classica Roxa,6500,Christian Dior,165834.0,Usado,Bolsa,Ana Duarte,2020,4
12941,12942,29012,74080,3,525,1575,BR-AM,315.0,AM,Amazonas,2,2020-04-24,1575,Casaco Branco Costuras,525,Tigresse,257889.0,Usado,Casaco,Daniel Siqueira,2020,4
12942,12943,47475,75170,4,490,1960,BR-CE,392.0,CE,Ceará,1,2020-04-24,1960,Calca Alfaiataria Preta,490,Mixed,263658.0,Usado,Calca,Ana Duarte,2020,4
12943,12944,40082,75377,3,315,945,BR-SP,189.0,SP,São Paulo,5,2020-04-24,945,Vestido Malha Vitral,315,Forum,324684.0,Usado,Vestido,Paulo Calanca,2020,4
12944,12945,6699,75623,4,320,1280,BR-AL,256.0,AL,Alagoas,4,2020-04-24,1280,Blusinha Azul Bic Laco,320,Argentum,299041.0,Usado,Blusinha,Millena Pereira,2020,4
12945,12946,17258,77346,6,420,2520,BR-DF,504.0,DF,Distrito Federal,3,2020-04-25,2520,Saia Transparente Cover,420,Luisa Farani,257900.0,Usado,Saia,Nadia Oliveira,2020,4
12946,12947,70240,78887,2,290,580,BR-PE,116.0,PE,Pernambuco,3,2020-04-25,580,Blusa Tricot Lilas,290,Ralph Lauren,322504.0,Usado,Blusa,Nadia Oliveira,2020,4
12947,12948,6888,78973,6,350,2100,BR-PB,420.0,PB,Paraíba,2,2020-04-25,2100,Sapato Python,350,Cori,952821.0,Usado,Sapato,Daniel Siqueira,2020,4
12948,12949,43054,80055,1,320,320,BR-AP,64.0,AP,Amapá,5,2020-04-25,320,Calca Alfaiataria Rose,320,Cheroy,307550.0,Usado,Calca,Paulo Calanca,2020,4
12949,12950,6742,80066,6,850,5100,BR-RO,1020.0,RO,Rondônia,2,2020-04-25,5100,Casaco La Mescla,850,Rag & Bone,274341.0,Usado,Casaco,Daniel Siqueira,2020,4
12950,12951,71190,80253,3,360,1080,BR-CE,216.0,CE,Ceará,2,2020-04-25,1080,Saia Midi Tricolor,360,Tigresse,947046.0,Nuevo con etiqueta,Saia,Daniel Siqueira,2020,4
12951,12952,43054,80439,3,320,960,BR-BA,192.0,BA,Bahia,3,2020-04-25,960,Calca Alfaiataria Rose,320,Cheroy,307550.0,Usado,Calca,Nadia Oliveira,2020,4
12952,12953,47682,82802,1,430,430,BR-SE,86.0,SE,Sergipe,5,2020-04-25,430,Vestido Malha Estampa,430,Forum,255197.0,Usado,Vestido,Paulo Calanca,2020,4
12953,12954,71770,83563,6,530,3180,BR-GO,636.0,GO,Goiás,1,2020-04-25,3180,Saia Pregas Azul,530,Carina Duek,303363.0,Nuevo con etiqueta,Saia,Ana Duarte,2020,4
12954,12955,6137,83669,1,100,100,BR-RJ,20.0,RJ,Rio de Janeiro,3,2020-04-25,100,Camisa Tear Folk,100,Mixed,114671.0,Nuevo con etiqueta,Camisa,Nadia Oliveira,2020,4
12955,12956,61071,83876,6,450,2700,BR-TO,540.0,TO,Tocantins,3,2020-04-25,2700,Macacao Malha Preto,450,Animale,308101.0,Usado,Macacao,Nadia Oliveira,2020,4
12956,12957,56380,84297,1,179,179,BR-RS,35.8,RS,Rio Grande do Sul,1,2020-04-25,179,Calca Moletom Listras,179,Zara,218866.0,Usado,Calca,Ana Duarte,2020,4
12957,12958,45979,84712,5,280,1400,BR-AM,280.0,AM,Amazonas,4,2020-04-25,1400,Vestido Longo Estampa,280,Farm,285174.0,Usado,Vestido,Millena Pereira,2020,4
12958,12959,84692,85751,3,499,1497,BR-AP,299.4,AP,Amapá,5,2020-04-25,1497,Tenis Tecido Purple,499,Adidas,101494.0,Nuevo sin etiqueta,Tenis,Paulo Calanca,2020,4
12959,12960,56350,85972,5,245,1225,BR-PE,245.0,PE,Pernambuco,5,2020-04-25,1225,Vestido Laranja Cavado,245,Steal The Look,315513.0,Usado,Vestido,Paulo Calanca,2020,4
12960,12961,14074,86385,1,450,450,BR-SC,90.0,SC,Santa Catarina,1,2020-04-25,450,Camisa Amarela Laco,450,Carol Bassi,309858.0,Usado,Camisa,Ana Duarte,2020,4
12961,12962,64127,88118,5,590,2950,BR-AC,590.0,AC,Acre,1,2020-04-25,2950,Vestido Textura Branco,590,J. Crew,317928.0,Usado,Vestido,Ana Duarte,2020,4
12962,12963,3820,89555,1,139,139,BR-ES,27.8,ES,Espírito Santo,2,2020-04-25,139,Shorts Jeans Tye Dye,139,Lezalez,252560.0,Usado,Shorts,Daniel Siqueira,2020,4
12963,12964,30263,89838,3,135,405,BR-SE,81.0,SE,Sergipe,2,2020-04-25,405,Camiseta Neon Bordado,135,Zara,103277.0,Usado,Camiseta,Daniel Siqueira,2020,4
12964,12965,16634,90738,5,480,2400,BR-RO,480.0,RO,Rondônia,1,2020-04-25,2400,Vestido Estampa Bordado,480,Cantão,310150.0,Usado,Vestido,Ana Duarte,2020,4
12965,12966,53941,92650,5,280,1400,BR-DF,280.0,DF,Distrito Federal,1,2020-04-25,1400,Cropped Escritas Pb,280,Linda de Morrer,917972.0,Usado,Cropped,Ana Duarte,2020,4
12966,12967,91248,93536,4,45,180,BR-PR,36.0,PR,Paraná,3,2020-04-25,180,Vestido Estampa Laco,45,H&M,255446.0,Usado,Vestido,Nadia Oliveira,2020,4
12967,12968,32890,96884,1,480,480,BR-MS,96.0,MS,Mato Grosso do Sul,1,2020-04-25,480,Vestido Preto Amarracao,480,Mara Mac,303810.0,Usado,Vestido,Ana Duarte,2020,4
12968,12969,22568,97200,1,245,245,BR-RN,49.0,RN,Rio Grande do Norte,1,2020-04-25,245,Casaqueto Estampa Geometrica,245,Zara,244931.0,Usado,Casaqueto,Ana Duarte,2020,4
12969,12970,86302,97618,3,139,417,BR-MG,83.4,MG,Minas Gerais,1,2020-04-25,417,Body Estampa Coracoes,139,Carter’s,214670.0,Usado,Body,Ana Duarte,2020,4
12970,12971,39368,98010,4,279,1116,BR-RS,223.2,RS,Rio Grande do Sul,1,2020-04-25,1116,Shorts Neoprene Pb,279,Animale,305188.0,Usado,Shorts,Ana Duarte,2020,4
12971,12972,66135,98600,3,490,1470,BR-BA,294.0,BA,Bahia,1,2020-04-25,1470,Colar Pedra Azul,490,Camila Klein,142193.0,Usado,Colar,Ana Duarte,2020,4
12972,12973,35682,98764,1,250,250,BR-PR,50.0,PR,Paraná,2,2020-04-25,250,Sandalia Birkin Brilhos,250,Schutz,917151.0,Usado,Sandalia,Daniel Siqueira,2020,4
12973,12974,83009,98971,5,280,1400,BR-AL,280.0,AL,Alagoas,5,2020-04-25,1400,Body Babado Pb,280,Karmani,263899.0,Usado,Body,Paulo Calanca,2020,4
12974,12975,39814,99639,1,390,390,BR-RO,78.0,RO,Rondônia,2,2020-04-25,390,Blusinha Seda Off,390,Cori,218863.0,Usado,Blusinha,Daniel Siqueira,2020,4
12975,12976,53138,100355,6,690,4140,BR-MG,828.0,MG,Minas Gerais,3,2020-04-25,4140,Calca Jeans Trancada,690,Saad,224580.0,Nuevo con etiqueta,Calca,Nadia Oliveira,2020,4
12976,12977,5567,101481,3,210,630,BR-PA,126.0,PA,Pará,4,2020-04-25,630,Vestido Medio Florl,210,Amaro,525428.0,Usado,Vestido,Millena Pereira,2020,4
12977,12978,91498,101880,6,130,780,BR-PR,156.0,PR,Paraná,4,2020-04-25,780,Blusa Babados Cats,130,H&m,253257.0,Usado,Blusa,Millena Pereira,2020,4
12978,12979,95805,102100,4,100,400,BR-PB,80.0,PB,Paraíba,3,2020-04-25,400,Blusa Fio Correntes,100,Zara,188980.0,Usado,Blusa,Nadia Oliveira,2020,4
12979,12980,66135,103055,5,490,2450,BR-RN,490.0,RN,Rio Grande do Norte,5,2020-04-25,2450,Colar Pedra Azul,490,Camila Klein,142193.0,Usado,Colar,Paulo Calanca,2020,4
12980,12981,58472,103183,3,150,450,BR-BA,90.0,BA,Bahia,5,2020-04-25,450,Blusa Off-white Renda,150,Dica da Ka,307113.0,Usado,Blusa,Paulo Calanca,2020,4
12981,12982,71770,103581,5,530,2650,BR-GO,530.0,GO,Goiás,1,2020-04-25,2650,Saia Pregas Azul,530,Carina Duek,303363.0,Nuevo con etiqueta,Saia,Ana Duarte,2020,4
12982,12983,47405,103644,6,310,1860,BR-AC,372.0,AC,Acre,1,2020-04-25,1860,Blusa Manga Estampa,310,Animale,294463.0,Usado,Blusa,Ana Duarte,2020,4
12983,12984,14420,104224,6,690,4140,BR-CE,828.0,CE,Ceará,2,2020-04-25,4140,Vestido Rose Drapeado,690,Vera Wang,295452.0,Nuevo sin etiqueta,Vestido,Daniel Siqueira,2020,4
12984,12985,11736,104531,5,740,3700,BR-RN,740.0,RN,Rio Grande do Norte,1,2020-04-25,3700,Saia Guipir Nude,740,Mixed,324428.0,Usado,Saia,Ana Duarte,2020,4
12985,12986,37384,105179,5,700,3500,BR-GO,700.0,GO,Goiás,1,2020-04-25,3500,Jaqueta Veludo Bordada,700,Animale,141732.0,Usado,Jaqueta,Ana Duarte,2020,4
12986,12987,49497,105508,6,320,1920,BR-SC,384.0,SC,Santa Catarina,2,2020-04-26,1920,Regata Alcinha Paete,320,Morena Rosa,256324.0,Nuevo con etiqueta,Regata,Daniel Siqueira,2020,4
12987,12988,25562,105800,4,320,1280,BR-MA,256.0,MA,Maranhão,4,2020-04-26,1280,Calca Jeans Reta,320,Miss Sixty,263656.0,Usado,Calca,Millena Pereira,2020,4
12988,12989,65473,105912,4,210,840,BR-RR,168.0,RR,Roraima,1,2020-04-26,840,Oculos Acetato Branco,210,Mango,944049.0,Usado,Oculos,Ana Duarte,2020,4
12989,12990,17990,106330,3,3800,11400,BR-RR,2280.0,RR,Roraima,5,2020-04-26,11400,Saia Couro Tijolo,3800,Mixed,255109.0,Usado,Saia,Paulo Calanca,2020,4
12990,12991,30263,107991,2,135,270,BR-PI,54.0,PI,Piauí,4,2020-04-26,270,Camiseta Neon Bordado,135,Zara,103277.0,Usado,Camiseta,Millena Pereira,2020,4
12991,12992,87711,108581,4,140,560,BR-MA,112.0,MA,Maranhão,4,2020-04-26,560,Conjunto Body Calca,140,Bazar Genial,179288.0,Usado,Conjunto,Millena Pereira,2020,4
12992,12993,41518,109040,2,260,520,BR-PR,104.0,PR,Paraná,5,2020-04-26,520,Calca Jeans Basica,260,Banana Republic,255410.0,Nuevo con etiqueta,Calca,Paulo Calanca,2020,4
12993,12994,50771,109380,6,340,2040,BR-PR,408.0,PR,Paraná,1,2020-04-26,2040,Casaco Preto Amarracao,340,Maria Bonita,219782.0,Usado,Casaco,Ana Duarte,2020,4
12994,12995,4553,109712,2,110,220,BR-MA,44.0,MA,Maranhão,1,2020-04-26,220,Blusa Preta Aplicacao,110,Zara,232886.0,Usado,Blusa,Ana Duarte,2020,4
12995,12996,75557,110905,4,90,360,BR-ES,72.0,ES,Espírito Santo,1,2020-04-26,360,Saia Pregas Preta,90,Zara,127344.0,Usado,Saia,Ana Duarte,2020,4
12996,12997,59337,111362,3,390,1170,BR-BA,234.0,BA,Bahia,1,2020-04-26,1170,Blusa Tricot Mescla,390,Levi's,295977.0,Usado,Blusa,Ana Duarte,2020,4
12997,12998,59784,112198,6,390,2340,BR-RS,468.0,RS,Rio Grande do Sul,1,2020-04-26,2340,Calca Ziper Preto,390,Banana Republic,314958.0,Usado,Calca,Ana Duarte,2020,4
12998,12999,4553,112342,1,110,110,BR-DF,22.0,DF,Distrito Federal,4,2020-04-26,110,Blusa Preta Aplicacao,110,Zara,232886.0,Usado,Blusa,Millena Pereira,2020,4
12999,13000,39814,112817,6,390,2340,BR-MS,468.0,MS,Mato Grosso do Sul,1,2020-04-26,2340,Blusinha Seda Off,390,Cori,218863.0,Usado,Blusinha,Ana Duarte,2020,4
13000,13001,75706,114756,3,100,300,BR-GO,60.0,GO,Goiás,3,2020-04-26,300,Shorts Poa Pb,100,Forever 21,258661.0,Usado,Shorts,Nadia Oliveira,2020,4
13001,13002,4853,115579,5,100,500,BR-PA,100.0,PA,Pará,3,2020-04-26,500,Vestido Off White Franjas,100,Animale,295417.0,Usado,Vestido,Nadia Oliveira,2020,4
13002,13003,64127,115973,5,590,2950,BR-AL,590.0,AL,Alagoas,1,2020-04-26,2950,Vestido Textura Branco,590,J. Crew,317928.0,Usado,Vestido,Ana Duarte,2020,4
13003,13004,56380,117133,6,179,1074,BR-PI,214.8,PI,Piauí,3,2020-04-26,1074,Calca Moletom Listras,179,Zara,218866.0,Usado,Calca,Nadia Oliveira,2020,4
13004,13005,33976,117174,3,120,360,BR-PE,72.0,PE,Pernambuco,5,2020-04-26,360,Camisa Xadrez Azul,120,Hollister,211116.0,Usado,Camisa,Paulo Calanca,2020,4
13005,13006,57815,117362,2,100,200,BR-MG,40.0,MG,Minas Gerais,1,2020-04-26,200,Camisa Jeans Classica,100,Hollister,164517.0,Usado,Camisa,Ana Duarte,2020,4
13006,13007,13906,117809,3,340,1020,BR-PI,204.0,PI,Piauí,2,2020-04-26,1020,Blazer Alfaiataria Grafite,340,Forum,316222.0,Usado,Blazer,Daniel Siqueira,2020,4
